año,Importe del contrato,Código del contrato,Proveedor o contratista,Siglas de la Institución,producto,Número del procedimiento,Descripción 3,Tipo de contratación,dia,Fecha de inicio del contrato
2021,213200.0,2603530,MEXICANA DE ELECTRONICA INDUSTRIAL SA DE CV,CENAM,Servicios,AA-010K2H001-E213-2021,,Servicios,08-06-2023,2021-10-08
2021,561645.0,2603872,TECHNO HOSPIC SA DE CV,INP,Servicios,AA-012NCZ002-E124-2021,,Servicios,08-06-2023,2021-09-15
2022,29890.4,2910670,ESPECIALISTAS DE EQUIPO MEDICO,INCMNSZ,Accesorios,AA-012NCG001-E2331-2022,,Adquisiciones,08-06-2023,2022-10-14
2022,998225.73,2865372,COMERCIT SA DE CV,IMSS,,LA-050GYR010-E162-2022,,Adquisiciones,08-06-2023,2022-12-09
2022,5540.0,2865373,INSTRUMENTOS Y PRODUCTOS BIOMEDICOS DE MEXICO,IMSS,,LA-050GYR010-E162-2022,,Adquisiciones,08-06-2023,2022-12-09
2022,538793.1,2853792,INGENIERIA Y SISTEMAS PROFESIONALES KYOL SA D,HGM,Servicios,AA-012NBD001-E359-2022,,Servicios,08-06-2023,2022-08-31
2022,220500.0,2905829,SERVICIOS BIOMEDICOS ESH SA DE CV,INER,Monitoreo,AA-012NCD001-E450-2022,,Adquisiciones,08-06-2023,2022-10-14
2022,432000.0,2914614,R R MEDICA SA DE CV,IMSS,Servicios,AA-050GYR082-E109-2022,,Servicios,08-06-2023,2022-01-11
2022,25823.16,2926671,COMERCIALIZADORA BERSAGLIO SA DE CV,DIF,Laboratorio,AA-012NHK003-E118-2022,,Adquisiciones,08-06-2023,2022-05-12
2022,521319.45,2931696,ARKANUM SA DE CV,IMSS,Consumibles,AA-050GYR039-E151-2022,,Adquisiciones,08-06-2023,2022-11-28
2021,3112768.0,2661452,DISTRIBUIDORA Y ABASTECEDORA CABO SA DE CV,QROO,Laboratorio,AA-923067948-E16-2021,,Adquisiciones,08-06-2023,2021-12-28
2022,741379.3,2806138,SOLUCIONES EN INSTRUMENTACION SA DE CV,CIAD,Laboratorio,AA-0389ZY998-E205-2022,,Adquisiciones,08-06-2023,2022-06-29
2022,60000.0,2856408,ENDOSALUD DE MEXICO SA DE CV,INER,Servicios,AA-012NCD001-E283-2022,,Adquisiciones,08-06-2023,2022-08-31
2022,860505.0,2826371,DISTRIBUIDORA MEDICA M I L L SA DE CV,IMSS,Consumibles,AA-050GYR059-E34-2022,,Adquisiciones,08-06-2023,2022-05-30
2022,56398.77,2926673,DESARROLLO E INNOVACION BROMO SA DE CV,DIF,Laboratorio,AA-012NHK003-E118-2022,,Adquisiciones,08-06-2023,2022-05-12
2022,224770.0,2926675,CAPRIVEK SA DE CV,DIF,Laboratorio,AA-012NHK003-E118-2022,,Adquisiciones,08-06-2023,2022-05-12
2022,3546480.0,2731407,INSTRUMENTOS Y PRODUCTOS BIOMEDICOS DE MEXICO,IMSS,Servicios,IA-050GYR001-E50-2022,,Servicios,08-06-2023,2022-03-24
2022,44000.0,2776609,ENDOSCOPIA E INSTRUMENTOS SA DE CV,HGM,Endoscopia,AA-012NBD001-E236-2022,,Adquisiciones,08-06-2023,2022-05-26
2022,1169082.74,2854852,ASESORIA Y PROVEEDORA DE EQUIPOS PARA LABORAT,IPN,Laboratorio,LA-011B00001-E2085-2022,,Adquisiciones,08-06-2023,2022-02-09
2021,162187.7,2536976,CENTRO DE INNOVACION Y DESARROLLO AGROALIMENT,MICH,Servicios,AA-916011999-E30-2021,,Servicios,08-06-2023,2021-07-30
2021,53207.96,2599509,ALSA DOSIMETRIA S DE RL DE CV,IMSS,Servicios,IA-050GYR091-E100-2021,,Servicios,08-06-2023,2021-10-05
2021,83050.0,2537002,INNOVACION TECNOLOGICA INTEGRAL PARA LABORATO,MICH,Servicios,AA-916011999-E30-2021,,Servicios,08-06-2023,2021-07-30
2022,12572.0,2925774,HOLIN CONSULTORIA ESTRATEGICA SC,QRO,Instrumental quirurgico,AA-922052985-E5-2022,,Adquisiciones,08-06-2023,2022-11-18
2022,26360.0,2894521,SENSITEC,CINVESTAV,Servicios,AA-011L4J995-E933-2022,,Adquisiciones,08-06-2023,2022-10-26
2021,117024.3985,2479814,ISOTOPX INC,CICESE,,AA-0389ZW001-E16-2021,,Adquisiciones,08-06-2023,2021-03-09
2021,346500.0,2479816,SUMINISTRO PARA USO MEDICO Y HOSPITALARIO SA,IMSS,Servicios,AA-050GYR046-E88-2021,,Servicios,08-06-2023,2021-03-08
2021,152000.0,2479817,IG INNOVACIONES BIOMEDICAS SA DE CV,IMSS,Servicios,AA-050GYR046-E88-2021,,Servicios,08-06-2023,2021-03-08
2021,208000.0,2479818,PABLO CESAR MURILLO TINAJERO,IMSS,Servicios,AA-050GYR046-E88-2021,,Servicios,08-06-2023,2021-03-08
2021,42000.0,2479819,IG INNOVACIONES BIOMEDICAS SA DE CV,IMSS,Servicios,AA-050GYR046-E88-2021,,Servicios,08-06-2023,2021-03-08
2021,6761463.68,2653520,DEWIMED SA,ISSSTE,Lamparas,LA-051GYN020-E30-2021,,Adquisiciones,08-06-2023,2021-12-15
2022,64000.0,2805170,JMTEC SA DE CV,SEDENA,Servicios,AA-007000998-E108-2022,,Servicios,08-06-2023,2022-06-30
2021,202000.0,2604082,INNOVA INVESTIGACION SA DE CV,IMP,Servicios,AA-018T0O002-E39-2021,,Servicios,08-06-2023,2021-10-01
2022,1703500.0,2906654,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,AA-050GYR004-E519-2022,,Adquisiciones,08-06-2023,2022-10-11
2022,83200.0,2808466,SEPROIB S DE RL DE CV,INCAN,Servicios,AA-012NBV001-E146-2022,,Servicios,08-06-2023,2022-04-28
2022,100950.0,2899532,TECNO SOLUCIONES EMPRESARIALES SA DE CV,INPER,Servicios,AA-012NDE001-E385-2022,,Servicios,08-06-2023,2022-10-14
2021,926400.0,2653458,INSTRUMENTACION MEDICA SA DE CV,ISSSTE,Camas,LA-051GYN020-E30-2021,,Adquisiciones,08-06-2023,2021-12-15
2021,2862041.0,2648237,ANDILA SA DE CV,ISSSTE,Oftalmo,AA-051GYN036-E38-2021,,Adquisiciones,08-06-2023,2021-12-06
2022,124400.0,2786873,CENTRO NACIONAL DE METROLOGIA,IMP,Servicios,AA-018T0O004-E144-2022,,Servicios,08-06-2023,2022-11-06
2022,179768.97,2928778,APPLIED BIOSYSTEMS DE MEXICO S DE RL DE CV,NAY,Servicios,AA-918032996-E18-2022,,Servicios,08-06-2023,2022-12-13
2022,8660150.0,2905392,GR INGENIERIA INDUSTRIAL S A,IMP,Otros,AA-018T0O004-E339-2022,,Adquisiciones,08-06-2023,2022-10-14
2021,275500.0,2566625,PABLO CESAR MURILLO TINAJERO,IMSS,Servicios,LA-050GYR017-E94-2021,,Servicios,08-06-2023,2021-05-07
2021,1640765.0,2468414,COMERCIALIZADORA MEDICA INTEGRAL SA DE CV,IMSS,Consumibles,AA-050GYR020-E73-2021,,Adquisiciones,08-06-2023,2021-03-19
2021,399568.97,2568528,KAREN NATHALY BRETON GIRON,IMSS,Servicios,LA-050GYR009-E140-2021,,Servicios,08-06-2023,2021-08-12
2021,731525.0,2654847,GENEIOUS SA DE CV,CICY,,AA-03890Q010-E285-2021,,Adquisiciones,08-06-2023,2021-10-22
2021,5660796.44,2536040,INSTRUMEDICAL SA DE CV,INCMNSZ,Terapia,AA-012NCG001-E719-2021,,Adquisiciones,08-06-2023,2021-06-18
2022,189900.0,2902754,MAPE+TZIN SA DE CV,IMSS,Dental,AA-050GYR017-E299-2022,,Adquisiciones,08-06-2023,2022-03-11
2021,670371.55,2536047,INFRA SA DE CV,IMSS,Servicio integral,AA-050GYR009-E98-2021,,Servicios,08-06-2023,2021-05-06
2021,27717.0,2568789,COMERCIALIZADORA SOLUCE SA DE CV,IMSS,Consumibles,LA-050GYR037-E196-2021,,Adquisiciones,08-06-2023,2021-08-17
2022,121250.0,2942211,ISAAC ESTEBAN HERNANDEZ FERNANDEZ,INACIPE,Servicios,AA-049SKC999-E460-2022,,Servicios,08-06-2023,2022-10-12
2021,390925.0,2603881,ISENORTE SA DE CV,INP,Servicios,AA-012NCZ002-E151-2021,,Servicios,08-06-2023,2021-09-15
2022,1815800.0,2794162,LUIS EDUARDO SAENZ PALLARES,IMSS,Servicios,LA-050GYR009-E85-2022,,Servicios,08-06-2023,2022-07-06
2022,120665.0,2821798,CERTIS METRIA SA DE CV,IMTA,Servicios,AA-016RJE001-E102-2022,,Servicios,08-06-2023,2022-03-08
2022,7512103.9,2856020,LAUKA MEXICANA SA DE CV,IPN,Laboratorio,LA-011B00001-E2085-2022,,Adquisiciones,08-06-2023,2022-02-09
2022,260613.68,2878590,SERBINTER DE MEXICO SA DE CV,IMSS,Otros,LA-050GYR051-E226-2022,,Adquisiciones,08-06-2023,2022-06-10
2022,8176660.0,2838671,SANABRIA CORPORATIVO MEDICO SA DE CV,SEMAR,Anestesia,IA-013000999-E827-2022,,Adquisiciones,08-06-2023,2022-07-29
2022,439322.0,2817563,MEDSOLUTIONS SA DE CV,IMSS,Consumibles,LA-050GYR082-E34-2022,,Adquisiciones,08-06-2023,2022-05-05
2021,1210.0,2667600,SOPORTE HOSPITALARIO CENTRAL SA DE CV,IMSS,,AA-050GYR082-E22-2021,,Adquisiciones,08-06-2023,2021-04-27
2022,41000.0,2915308,VICTOR EDER GUTIERREZ RODRIGUEZ,IMSS,Servicios,AA-050GYR082-E110-2022,,Servicios,08-06-2023,2022-01-11
2022,2514713.76,2902588,VIASIS OCC SA DE CV,IMSS,Carro rojo,LA-050GYR079-E159-2022,,Adquisiciones,08-06-2023,2022-04-11
2021,137000.0,2601910,GRUPO EOLICA SA DE CV,INER,Ventilacion,AA-012NCD001-E409-2021,,Adquisiciones,08-06-2023,2021-09-28
2022,1519040.0,2828432,EYM SOLUTIONS SA DE CV,AGS,Rayos x,LA-901039989-E14-2022,,Adquisiciones,08-06-2023,2022-07-13
2022,4657758.69,2921072,RY&BA COMERCIALIZADORA SA DE CV,IMSS,Servicios,IA-050GYR078-E58-2022,,Servicios,08-06-2023,2022-08-11
2021,39632.0,2536638,AGILENT TECHNOLOGIES MEXICO S DE RL DE CV,CIAD,Servicios,AA-0389ZY998-E228-2021,,Servicios,08-06-2023,2021-06-08
2022,43723.19,2925900,RUBER EIM DE MEXICO SA DE CV,IPICYT,Servicios,AA-03891W001-E393-2022,,Servicios,08-06-2023,2022-08-12
2022,7008000.0,2896081,CENTRAL MEDICA DE SUMINISTROS SA DE CV,ISSSTE,Mesas,AA-051GYN020-E73-2022,,Adquisiciones,08-06-2023,2022-10-21
2022,3161864.03,2855130,INSTRUMENTACION Y SERVICIOS ANALITICOS SA DE,IPN,Laboratorio,LA-011B00001-E2085-2022,,Adquisiciones,08-06-2023,2022-02-09
2021,100000.0,2602722,CASONATO STEELCO SPA SA DE CV,IMSS,Servicios,IA-050GYR032-E135-2021,,Servicios,08-06-2023,2021-09-08
2021,480000.0,2602727,ESPECIALISTAS EN ESTERILIZACION Y ENVASE SA D,IMSS,Servicios,IA-050GYR032-E135-2021,,Servicios,08-06-2023,2021-09-08
2021,100000.0,2602729,NEW WORLD TECHNOLOGY SA DE CV,IMSS,Servicios,IA-050GYR032-E135-2021,,Servicios,08-06-2023,2021-09-08
2021,264687.74,2600085,OLYMPUS AMERICA DE MEXICO SA DE CV,CRAE,Servicios,AA-012M7A001-E339-2021,,Servicios,08-06-2023,2021-10-01
2022,1893504.52,2921240,PHILIPS MEXICO COMMERCIAL SA DE CV,OAX,Servicios,AA-920042950-E18-2022,,Servicios,08-06-2023,2022-12-08
2022,352384.0,2907068,PROVEEDORA DE SUMINISTROS DEL SUR SA DE CV,IMSS,,AA-050GYR004-E515-2022,,Adquisiciones,08-06-2023,2022-11-11
2022,60742.5,2794571,BRUKER MEXICANA SA DE CV,CINVESTAV,Servicios,AA-011L4J993-E132-2022,,Adquisiciones,08-06-2023,2022-06-17
2022,38707.2,2863512,CAPACE MEDICAL SA DE CV,IMSS,,AA-050GYR082-E83-2022,,Adquisiciones,08-06-2023,2022-05-08
2021,297569.56,2652594,RG REPRESENTACIONES PARA LABORATORIOS SA DE C,NAY,Cuidado materno infantil,AA-918038999-E17-2021,,Adquisiciones,08-06-2023,2021-09-28
2022,30164.4,2863515,RYU MEDICAL SA DE CV,IMSS,,AA-050GYR082-E83-2022,,Adquisiciones,08-06-2023,2022-05-08
2022,236800.0,2863520,SOPORTE HOSPITALARIO CENTRAL SA DE CV,IMSS,Accesorios,AA-050GYR082-E83-2022,,Adquisiciones,08-06-2023,2022-05-08
2022,213000.0,2854576,CORPORATIVO EN SERVICIOS DE INGENIERIA MEDICA,IMSS,Servicios,LA-050GYR004-E353-2022,,Servicios,08-06-2023,2022-06-09
2022,316000.0,2854577,CORPORATIVO EN SERVICIOS DE INGENIERIA MEDICA,IMSS,Servicios,LA-050GYR004-E353-2022,,Servicios,08-06-2023,2022-06-09
2022,681000.0,2854579,CORPORATIVO EN SERVICIOS DE INGENIERIA MEDICA,IMSS,Servicios,LA-050GYR004-E353-2022,,Servicios,08-06-2023,2022-06-09
2022,340200.0,2863551,SOPORTE HOSPITALARIO CENTRAL SA DE CV,IMSS,Accesorios,AA-050GYR082-E83-2022,,Adquisiciones,08-06-2023,2022-05-08
2022,85098.6,2863524,DIAZ COMERCIALIZADORA FARMACEUTICA SA DE CV,IMSS,,AA-050GYR082-E83-2022,,Adquisiciones,08-06-2023,2022-05-08
2022,94500.0,2863531,SOPORTE HOSPITALARIO CENTRAL SA DE CV,IMSS,Accesorios,AA-050GYR082-E83-2022,,Adquisiciones,08-06-2023,2022-05-08
2022,146880.0,2863536,SOPORTE HOSPITALARIO CENTRAL SA DE CV,IMSS,Accesorios,AA-050GYR082-E83-2022,,Adquisiciones,08-06-2023,2022-05-08
2021,199000.0,2572757,DESARROLLO DE EQUIPOS ELECTROMEDICOS,INER,Ventilacion,AA-012NCD001-E348-2021,,Adquisiciones,08-06-2023,2021-08-10
2021,1740000.0,2572788,FUJIFILM DE MEXICO SA DE CV,INER,Servicios,AA-012NCD001-E349-2021,,Adquisiciones,08-06-2023,2021-08-16
2021,913192.72,2472624,BLUE SERVICES DIAGNOSTIC AND SOLUTIONS MEDICA,IMSS,Servicios,IA-050GYR025-E80-2021,,Servicios,08-06-2023,2021-03-30
2022,137400.0,2887112,FC SERVICIOS Y CONTROL DE PROCESOS SA DE CV,IMP,Servicios,AA-018T0O002-E79-2022,,Adquisiciones,08-06-2023,2022-11-10
2021,93496.0,2571670,TECNOLOGIA Y SISTEMAS BIOMEDICOS GAM SA DE CV,ISSSTE,Servicios,AA-051GYN012-E302-2021,,Adquisiciones,08-06-2023,2021-08-12
2022,247780.0,2884389,IMAGENOLOGIA BIOMEDICA SA DE CV,CRAE,Servicios,AA-012M7A001-E447-2022,,Servicios,08-06-2023,2022-09-15
2021,40190.0,2652399,TECROM SA DE CV,CICY,Servicios,AA-03890Q010-E268-2021,,Servicios,08-06-2023,2021-11-05
2021,253800.0,2527062,TECNOLOGIA INDUSTRIAL CIENTIFICA SA DE CV,IMSS,Servicios,LA-050GYR067-E111-2021,,Servicios,08-06-2023,2021-06-12
2021,138703.22,2528030,GRUPO EMEQUR,IMSS,Consumibles,AA-050GYR020-E139-2021,,Adquisiciones,08-06-2023,2021-06-14
2021,122400.0,2654319,ALDO CHAVEZ HERNANDEZ,IMSS,Instrumental quirurgico,AA-050GYR051-E374-2021,,Adquisiciones,08-06-2023,2021-12-08
2021,94058.08,2570634,DE VECCHI INGENIEROS SA DE CV,CINVESTAV,Consumibles,AA-011L4J995-E1179-2021,,Adquisiciones,08-06-2023,2021-08-31
2021,272250.0,2608981,INTERCOVAMEX SA DE CV,CINVESTAV,Sistemas,AA-011L4J998-E164-2021,,Adquisiciones,08-06-2023,2021-10-14
2022,1305984.7299999995,2863176,PERKIN ELMER DE MEXICO SA,SGM,Consumibles,AA-010LAU001-E157-2022,,Adquisiciones,08-06-2023,2022-09-13
2022,748000.0,2927179,SERVICIOS DE INGENIERIA EN MEDICINA SA DE CV,IMSS,Monitoreo,AA-050GYR003-E439-2022,,Adquisiciones,08-06-2023,2022-02-12
2022,624000.0,2804272,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,AA-050GYR010-E143-2022,,Adquisiciones,08-06-2023,2022-06-30
2021,402000.0,2571685,ESD ENGINEERING AND INDUSTRIAL SERVICES DE ME,SEDENA,,LA-007000999-E802-2021,,Adquisiciones,08-06-2023,2021-08-19
2022,25000.0,2885141,TECNOFISICA RADIOLOGICA SC,IMSS,Servicios,AA-050GYR059-E127-2022,,Adquisiciones,08-06-2023,2022-08-09
2021,54265.0,2536260,SUMILAB SA DE CV,CIAD,Laboratorio,AA-0389ZY998-E224-2021,,Adquisiciones,08-06-2023,2021-06-08
2021,70000.0,2598237,HARSOM SOLUCIONES MEDICAS SA DE CV,CRAE,Servicios,AA-012M7A001-E330-2021,,Adquisiciones,08-06-2023,2021-09-20
2022,258000.0,2843136,CRUZ ROJA MEXICANA IAP,IMSS,,AA-050GYR082-E81-2022,,Adquisiciones,08-06-2023,2022-09-20
2022,2256766.26,2944782,INGENIERIA APLICADA A LA SALUD SA DE CV,IMSS,Servicios,IA-050GYR016-E332-2022,,Servicios,08-06-2023,2022-10-31
2022,3191831.63,2855582,LAB TECH INSTRUMENTACION SA DE CV,IPN,Laboratorio,LA-011B00001-E2085-2022,,Adquisiciones,08-06-2023,2022-02-09
2021,35000.0,2598254,HARSOM SOLUCIONES MEDICAS SA DE CV,CRAE,Servicios,AA-012M7A001-E331-2021,,Servicios,08-06-2023,2021-09-20
2022,70140.0,2903825,METROSMART SA DE CV,LICONSA,Servicios,AA-008VST980-E54-2022,,Servicios,08-06-2023,2022-10-14
2021,245699.2,2651667,JUAMA SA DE CV,IMSS,Consumibles,AA-050GYR998-E218-2021,,Adquisiciones,08-06-2023,2021-11-11
2022,1463000.0,2854582,CORPORATIVO EN SERVICIOS DE INGENIERIA MEDICA,IMSS,Servicios,LA-050GYR004-E353-2022,,Servicios,08-06-2023,2022-06-09
2022,178000.0,2854595,JOSE DANIEL LOAIZA RAMIREZ,IMSS,Servicios,LA-050GYR004-E353-2022,,Servicios,08-06-2023,2022-06-09
2022,691000.0,2854596,JOSE DANIEL LOAIZA RAMIREZ,IMSS,Servicios,LA-050GYR004-E353-2022,,Servicios,08-06-2023,2022-06-09
2022,258000.0,2854599,JOSE DANIEL LOAIZA RAMIREZ,IMSS,Servicios,LA-050GYR004-E353-2022,,Servicios,08-06-2023,2022-06-09
2022,470000.0,2854622,AMC BIOMEDICAL SA DE CV,IMSS,Servicios,LA-050GYR004-E353-2022,,Servicios,08-06-2023,2022-06-09
2022,601000.0,2854626,AMC BIOMEDICAL SA DE CV,IMSS,Servicios,LA-050GYR004-E353-2022,,Servicios,08-06-2023,2022-06-09
2021,126634.0,2657253,COMERCIALIZADORA SARHUA SA DE CV,IMSS,Camas,LA-050GYR040-E41-2021,,Adquisiciones,08-06-2023,2021-12-21
2022,343897.0,2886710,CONCEPTOS E INSTRUMENTOS SA DE CV,IMP,Servicios,AA-018T0O002-E65-2022,,Servicios,08-06-2023,2022-06-10
2021,2495000.0,2657266,CORINDAL,IMSS,Camas,LA-050GYR040-E41-2021,,Adquisiciones,08-06-2023,2021-12-21
2022,84400.0,2938009,CALIDAD XXI SA DE CV,INCMNSZ,Servicios,AA-012NCG001-E2600-2022,,Servicios,08-06-2023,2022-11-15
2022,35100.0,2938014,SOPORTE MEDICO INTEGRAL SA DE CV,IMSS,Accesorios,AA-050GYR082-E107-2022,,Adquisiciones,08-06-2023,2022-11-22
2022,102375.0,2937862,BRUS MEDICAL SA DE CV,IMSS,,AA-050GYR082-E107-2022,,Adquisiciones,08-06-2023,2022-04-11
2022,394000.0,2854632,AMC BIOMEDICAL SA DE CV,IMSS,Servicios,LA-050GYR004-E353-2022,,Servicios,08-06-2023,2022-06-09
2022,31200.0,2938058,SOPORTE HOSPITALARIO CENTRAL SA DE CV,IMSS,Accesorios,AA-050GYR082-E107-2022,,Adquisiciones,08-06-2023,2022-11-22
2022,155000.0,2937958,SOPORTE HOSPITALARIO CENTRAL SA DE CV,IMSS,Accesorios,AA-050GYR082-E107-2022,,Adquisiciones,08-06-2023,2022-11-14
2022,252317.52,2867260,MAICO DE MEXICO,SEDENA,,AA-007000999-E757-2022,,Adquisiciones,08-06-2023,2022-09-20
2022,46000.0,2867268,JOSE GUADALUPE LEAL GARCIA,SEDENA,,AA-007000999-E757-2022,,Adquisiciones,08-06-2023,2022-09-20
2021,48422.46,2598485,LEOPOLDO SILVESTRE MARTINEZ SANCHEZ,INIFAP,Servicios,AA-008JAG999-E15-2021,,Adquisiciones,08-06-2023,2021-09-20
2021,325000.0,2479130,ROTZINGER REFRIGERACION SAS,CIATEC,Servicios,AA-03890G999-E27-2021,,Servicios,08-06-2023,2021-02-01
2021,44522.0,2656730,AH CORPORATIVO MEDICO DE MEXICO SA DE CV,SEDENA,,LA-007000999-E1103-2021,,Adquisiciones,08-06-2023,2021-12-17
2021,395500.0,2656736,BC IRAMA DE MEXICO SAS DE CV,SEDENA,,LA-007000999-E1103-2021,,Adquisiciones,08-06-2023,2021-12-17
2021,40200.0,2656737,MANTENIMIENTO PREVENTIVO Y CORRECTIVO SA DE C,SEDENA,,LA-007000999-E1103-2021,,Adquisiciones,08-06-2023,2021-12-17
2021,105800.0,2656742,TACTICALMD SA DE CV,SEDENA,,LA-007000999-E1103-2021,,Adquisiciones,08-06-2023,2021-12-17
2022,53832.0,2937908,DIAGNOSTICO Y CIRUGIA SA DE CV,IMSS,Instrumental quirurgico,AA-050GYR082-E107-2022,,Adquisiciones,08-06-2023,2022-08-11
2022,38935.0,2937871,SOPORTE HOSPITALARIO CENTRAL SA DE CV,IMSS,Accesorios,AA-050GYR082-E107-2022,,Adquisiciones,08-06-2023,2022-04-11
2022,1329471.0,2795189,B BRAUN MEDICAL DE MEXICO S A P I DE CV,INR,Servicios,AA-012NDF999-E330-2022,,Servicios,08-06-2023,2022-01-02
2022,92030.04,2937879,FARMACEUTICOS MAYPO SA DE CV,IMSS,,AA-050GYR082-E107-2022,,Adquisiciones,08-06-2023,2022-07-11
2021,48300.0,2654953,ANALITEK SA DE CV,IPICYT,Servicios,AA-03891W001-E452-2021,,Servicios,08-06-2023,2021-12-17
2022,194100.0,2932978,BARRADAS REFRIGERACION COMERCIAL SA DE CV,IMSS,Servicios,IA-050GYR032-E164-2022,,Adquisiciones,08-06-2023,2022-11-25
2022,623560.0,2932984,INDUSTRIAS COBRAMEX SA DE CV,IMSS,,LA-050GYR032-E156-2022,,Adquisiciones,08-06-2023,2022-11-29
2022,1548000.0,2932985,MEDIXSA SA DE CV,IMSS,,LA-050GYR032-E156-2022,,Adquisiciones,08-06-2023,2022-11-29
2021,265000.0,2565978,JOSE SAFAR BOUERI,IMSS,Dental,AA-050GYR026-E227-2021,,Adquisiciones,08-06-2023,2021-08-11
2022,297675.0,2937887,ABASTECEDOR MEDICO HOSPITALARIO SA DE CV,IMSS,,AA-050GYR082-E107-2022,,Adquisiciones,08-06-2023,2022-08-11
2022,140400.0,2937897,DURFA SA DE CV,IMSS,,AA-050GYR082-E107-2022,,Adquisiciones,08-06-2023,2022-08-11
2022,90000.0,2937926,ABASTECEDOR MEDICO HOSPITALARIO SA DE CV,IMSS,,AA-050GYR082-E107-2022,,Adquisiciones,08-06-2023,2022-09-11
2021,71243.89,2511080,QUIMICA VALANER,INSP,Campana de flujo laminar,AA-012NDY002-E30-2021,,Adquisiciones,08-06-2023,2021-05-21
2022,193674.25,2938126,ADRIAN SOLIS GONZALEZ,IMSS,,AA-050GYR082-E107-2022,,Adquisiciones,08-06-2023,2022-11-28
2022,45900.0,2938080,DIAZ COMERCIALIZADORA FARMACEUTICA SA DE CV,IMSS,,AA-050GYR082-E107-2022,,Adquisiciones,08-06-2023,2022-11-23
2022,73100.0,2937942,ABASTECEDOR MEDICO HOSPITALARIO SA DE CV,IMSS,,AA-050GYR082-E107-2022,,Adquisiciones,08-06-2023,2022-09-11
2022,140895.0,2938095,MEDICA BESSER SA DE CV,IMSS,,AA-050GYR082-E107-2022,,Adquisiciones,08-06-2023,2022-11-23
2022,66000.0,2938121,CAPACE MEDICAL SA DE CV,IMSS,,AA-050GYR082-E107-2022,,Adquisiciones,08-06-2023,2022-11-23
2022,80179.9135,2842610,INTERCOVAMEX SA DE CV,ININ,Servicios,AA-018T0Q003-E21-2022,,Servicios,08-06-2023,2022-07-18
2022,2511740.0,2807935,JOHNSON & JOHNSON MEDICAL MEXICO SA DE CV,IMSS,Consumibles,LA-050GYR051-E126-2022,,Adquisiciones,08-06-2023,2022-06-27
2022,1342693.5,2807990,MEDICAL RECOVERY SA DE CV,IMSS,Consumibles,LA-050GYR051-E126-2022,,Adquisiciones,08-06-2023,2022-06-27
2021,43000.0,2661920,EQUIPOS MEDICOS DENAMED S DE RL DE CV,AGS,Instrumental medico,AA-901026999-E145-2021,,Adquisiciones,08-06-2023,2021-11-26
2021,154500.0,2661935,EQUIPOS MEDICOS DENAMED S DE RL DE CV,AGS,Laboratorio,AA-901026999-E149-2021,,Adquisiciones,08-06-2023,2021-11-29
2022,68677562.0,2938851,HUMAN CORPORIS SA DE CV,ISSSTE,Radioterapia,AA-051GYN020-E119-2022,,Adquisiciones,08-06-2023,2022-12-26
2021,192406.8,2474587,RETO MEDITECH SA DE CV,HRAEPY,Servicios,AA-012NBS001-E42-2021,,Servicios,08-06-2023,2021-04-01
2022,84825.0,2808064,TECNO COMERCIAL PAKTLI SA DE CV,IMSS,Consumibles,LA-050GYR051-E126-2022,,Adquisiciones,08-06-2023,2022-06-27
2021,311610.56,2657132,QUALITY MEDICAL SERVICE SA DE CV,INNN,Instrumental medico,AA-012NCK001-E354-2021,,Adquisiciones,08-06-2023,2021-12-10
2022,51750.0,2937994,SOPORTE HOSPITALARIO CENTRAL SA DE CV,IMSS,Accesorios,AA-050GYR082-E107-2022,,Adquisiciones,08-06-2023,2022-11-22
2022,303879.3,2795471,ALBAFECE COMERCIALIZADORA SA DE CV,IPN,Servicios,AA-011B00001-E2918-2022,,Servicios,08-06-2023,2022-02-06
2021,886924.42,2657150,GE SISTEMAS MEDICOS DE MEXICO SA DE CV,INNN,,AA-012NCK001-E356-2021,,Adquisiciones,08-06-2023,2021-12-10
2022,532143.0,2960169,INSTRUMENTACION MEDICA SA DE CV,IMSS,Servicios,AA-050GYR058-E811-2022,,Adquisiciones,08-06-2023,2022-12-21
2021,9800000.0,2655364,DHB BIOMED CONSULTANT GROUP SA DE CV,IMSS,Otros,LA-050GYR006-E453-2021,,Adquisiciones,08-06-2023,2021-11-17
2022,1005000.0,2739148,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,LA-050GYR050-E32-2022,,Adquisiciones,08-06-2023,2022-03-28
2021,24480000.0,2653263,ELECTRONICA Y MEDICINA SA,ISSSTE,Rayos x,LA-051GYN020-E27-2021,,Adquisiciones,08-06-2023,2021-12-13
2021,233600000.0,2653267,NUDOMI SA DE CV,ISSSTE,Rayos x,LA-051GYN020-E27-2021,,Adquisiciones,08-06-2023,2021-12-13
2021,27777750.0,2653272,SIEMENS HEALTHCARE DIAGNOSTICS S DE RL DE CV,ISSSTE,Ultrasonido,LA-051GYN020-E27-2021,,Adquisiciones,08-06-2023,2021-12-13
2021,46885200.0,2653278,LUMAFESA S DE RL DE CV,ISSSTE,Monitoreo,LA-051GYN020-E26-2021,,Adquisiciones,08-06-2023,2021-12-13
